product_id,category_id,name,description,old_price,price,is_active,image_url,is_new,created_at,updated_at
12,3,"Latte Hạnh Nhân","Latte Hạnh Nhân là sự kết hợp giữa Espresso đậm đà, sữa tươi béo ngậy, và syrup hạnh nhân thơm lừng, mang đến một hương vị ngọt nhẹ, béo ngậy và mát lạnh. Thức uống này tạo nên sự hòa quyện tuyệt vời giữa cà phê và vị hạnh nhân đặc trưng, đem lại cảm giác dễ chịu và độc đáo.",59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/LATTE/LatteHanhNhan.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
13,3,"Latte Classic","Latte Đá là sự kết hợp hoàn hảo giữa espresso đậm đà và sữa tươi béo ngậy, tạo ra một hương vị dịu nhẹ, không quá đắng nhưng vẫn giữ được sự đậm đà của cà phê. Khi thêm đá lạnh, Latte Đá mang lại cảm giác mát lạnh, dễ uống, rất thích hợp cho những ngày nóng. Hương vị của sữa tươi hòa quyện với cà phê tạo nên một thức uống thơm ngon, thanh mát nhưng vẫn đầy đủ độ béo và sự ngọt nhẹ.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/LATTE/LatteClassic.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
14,3,"Latte Bạc Xỉu","Latte Bạc Xỉu là sự kết hợp giữa Espresso, sữa tươi béo ngậy và cà phê phin đậm đà, tạo ra một hương vị vừa ngọt nhẹ, vừa đậm đà, dễ uống và mát lạnh.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/LATTE/LatteBacXiu.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
15,3,"Latte Hazelnut","Latte Hazelnut là sự kết hợp giữa Espresso đậm đà, sữa tươi béo ngậy, và syrup hạt phỉ ngọt nhẹ, mang đến một hương vị thơm lừng, béo ngậy và mát lạnh. Thức uống này mang đến sự hòa quyện hoàn hảo giữa cà phê và hương vị hạt phỉ, tạo nên một trải nghiệm dễ chịu và thơm ngon.",59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/LATTE/LatteHazelnut.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
16,3,"Latte Nóng","Một sự kết hợp tinh tế giữa vị đắng cà phê Espresso nguyên chất hòa quyện cùng vị sữa nóng ngọt ngào, bên trên là một lớp kem mỏng nhẹ tạo nên một tách cà phê hoàn hảo về hương vị lẫn nhãn quan.",59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/LATTE/LatteNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
17,4,"Frappe Matcha Tây Bắc","Frappe Matcha kết hợp trà xanh matcha xay mịn với sữa và đá xay, mang lại một thức uống mát lạnh với hương vị thanh nhẹ đặc trưng của trà xanh. Sự kết hợp này mang đến cảm giác thư giãn, dễ chịu nhưng vẫn có chút đắng nhẹ của matcha, hoàn hảo cho những ai muốn thưởng thức một món đồ uống không quá ngọt.",65000.000,65000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/FRAPPE/FrappeMatchaTayBac.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
18,4,"Frappe Chocochip","Frappe Choco Chip, thử là đã! Lớp whipping cream bồng bềnh, beo béo lại có thêm bột sô cô la và sô cô la chip trên cùng. Gấp đôi vị ngon với sô cô la thật xay với đá sánh mịn, đậm đà đến tận ngụm cuối cùng.",65000.000,65000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/FRAPPE/FrappeChocochip.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
19,5,"Bạc Xỉu Foam Dừa",,45000.000,45000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/BacXiuFoamDua.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
20,5,"Bạc Xỉu Caramel Muối",,45000.000,45000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/BacXiuCaramelMuoi.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
21,5,"Bạc Xỉu","Bạc xỉu chính là "Ly sữa trắng kèm một chút cà phê". Thức uống này rất phù hợp những ai vừa muốn trải nghiệm chút vị đắng của cà phê vừa muốn thưởng thức vị ngọt béo ngậy từ sữa.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/BacXiu.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
22,5,"Bạc Xỉu Nóng","Bạc xỉu chính là "Ly sữa trắng kèm một chút cà phê". Thức uống này rất phù hợp những ai vừa muốn trải nghiệm chút vị đắng của cà phê vừa muốn thưởng thức vị ngọt béo ngậy từ sữa.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/BacXiuNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
23,5,"Cà Phê Đen Nóng","Không ngọt ngào như Bạc sỉu hay Cà phê sữa, Cà phê đen mang trong mình phong vị trầm lắng, thi vị hơn. Người ta thường phải ngồi rất lâu mới cảm nhận được hết hương thơm ngào ngạt, phảng phất mùi cacao và cái đắng mượt mà trôi tuột xuống vòm họng.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/CaPheDenNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
24,5,"Cà Phê Sữa Nóng","Cà phê được pha phin truyền thống kết hợp với sữa đặc tạo nên hương vị đậm đà, hài hòa giữa vị ngọt đầu lưỡi và vị đắng thanh thoát nơi hậu vị.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/CaPheSuaNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
25,5,"Cà Phê Đen Đá","Không ngọt ngào như Bạc sỉu hay Cà phê sữa, Cà phê đen mang trong mình phong vị trầm lắng, thi vị hơn. Người ta thường phải ngồi rất lâu mới cảm nhận được hết hương thơm ngào ngạt, phảng phất mùi cacao và cái đắng mượt mà trôi tuột xuống vòm họng.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/CaPheDenDa.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
26,5,"Cà Phê Sữa Đá","Cà phê Đắk Lắk nguyên chất được pha phin truyền thống kết hợp với sữa đặc tạo nên hương vị đậm đà, hài hòa giữa vị ngọt đầu lưỡi và vị đắng thanh thoát nơi hậu vị.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PHINVIETNAM/CaPheSuaDa.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
27,6,"Cold Brew Truyền Thống","Tại The Coffee House, Cold Brew được ủ và phục vụ mỗi ngày từ 100% hạt Arabica Cầu Đất với hương gỗ thông, hạt dẻ, nốt sô-cô-la đặc trưng, thoang thoảng hương khói nhẹ giúp Cold Brew giữ nguyên vị tươi mới.",45000.000,45000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/COLDBREW/ColdBrewTruyenThong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
28,6,"Cold Brew Kim Quất","Vị chua ngọt của Kim Quất làm dậy lên hương vị trái cây tự nhiên vốn sẵn có trong hạt cà phê Arabica Cầu Đất, mang đến một ly Cold Brew vừa nhẹ nhàng và thanh mát, đã khát ngày hè.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/COLDBREW/ColdBrewKimQuat.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
29,7,"Matcha Latte Tây Bắc","Best seller của Nhà - rất phù hợp cho ai muốn nhập môn matcha. *Khuấy đều để thưởng trọn hương vị.",45000.000,45000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaLatteTayBac.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
30,7,"Matcha Latte Tây Bắc (Nóng)","Trà Xanh Latte (Nóng) là phiên bản rõ vị trà nhất. Nhấp một ngụm, bạn chạm ngay vị trà xanh Tây Bắc chát nhẹ hoà cùng sữa nguyên kem thơm béo, đọng lại hậu vị ngọt ngào, êm dịu. Không chỉ là thức uống tốt cho sức khoẻ, Trà Xanh Latte (Nóng) còn là cái ôm ấm áp của đồng bào Tây Bắc gửi cho người miền xuôi.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaLatteTayBacNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
31,7,"Matcha Latte Tây Bắc Sữa Yến Mạch (Nóng)","Vị matcha êm mượt nhờ kết hợp với sữa yến mạch (ui da nóng quá). *Khuấy đều để thưởng trọn hương vị.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaLatteTayBacSuaYenMachNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
32,7,"Matcha Latte Tây Bắc Sữa Yến Mạch","Vị matcha êm mượt nhờ kết hợp với sữa yến mạch. *Khuấy đều để thưởng trọn hương vị.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaLatteTayBacSuaYenMach.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
33,7,"Matcha Latte","Matcha Nhật Bản hảo hạng kết hợp sữa tươi mịn màng, cân bằng vị umami thanh nhẹ và độ béo dịu, mang đến thức uống thơm ngon, đầy năng lượng.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaLatte.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
34,7,"Matcha Tây Bắc Trân Châu Hoàng Kim","Matcha kết hợp đường đen Okinawa, sữa béo nhẹ và trân châu hoàng kim mềm dẻo, tạo nên hương vị đậm đà, ngọt ngào nhưng vẫn thanh mát.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/MATCHATAYBAC/MatchaTayBacTranChauHoangKim.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
35,8,"Trà Đào Cam Sả - Nóng","Vị thanh ngọt của đào, vị chua dịu của Cam Vàng nguyên vỏ, vị chát của trà đen tươi được ủ mới mỗi 4 tiếng, cùng hương thơm nồng đặc trưng của sả chính là điểm sáng làm nên sức hấp dẫn của thức uống này.",59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRATRAICAY/TraDaoCamSaNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
36,8,"Trà Đào Cam Sả - Đá","Vị thanh ngọt của đào, vị chua dịu của Cam Vàng nguyên vỏ, vị chát của trà đen tươi được ủ mới mỗi 4 tiếng, cùng hương thơm nồng đặc trưng của sả chính là điểm sáng làm nên sức hấp dẫn của thức uống này.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRATRAICAY/TraDaoCamSaDa.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
37,8,"Oolong Tứ Quý Sen (Nóng)","Nền trà oolong hảo hạng kết hợp cùng hạt sen tươi, bùi bùi thơm ngon. Trà hạt sen là thức uống thanh mát, nhẹ nhàng phù hợp cho cả buổi sáng và chiều tối.",59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRATRAICAY/OolongTuQuySenNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
38,8,"Oolong Tứ Quý Sen","Nền trà oolong hảo hạng kết hợp cùng hạt sen tươi, bùi bùi và lớp foam cheese béo ngậy. Trà hạt sen là thức uống thanh mát, nhẹ nhàng phù hợp cho cả buổi sáng và chiều tối.",49000.000,49000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRATRAICAY/OolongTuQuySen.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
39,9,"Trà Sữa Oolong Nướng Sương Sáo","Tận hưởng hương vị Oolong nướng đậm đà được Nhà rang kỹ càng, quyện cùng sữa thơm béo, càng thêm hấp dẫn với sương sáo thanh mát.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/TraSuaOolongNuongSuongSao.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
40,9,"Trà Sữa Oolong Tứ Quý Sương Sáo","Trà Oolong Tứ Quý ngạt ngào hoa cỏ mùa xuân, hòa quyện cùng sữa thơm mịn màng, sương sáo thanh mát. Đó là Lộc Yêu Yêu ngọt ngào mà Nhà gửi gắm đến bạn.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/TraSuaOolongTuQuySuongSao.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
41,9,"Hồng Trà Sữa Nóng","Từng ngụm trà chuẩn gu ấm áp, đậm đà beo béo bởi lớp sữa tươi chân ái hoà quyện. Trà đen nguyên lá âm ấm dịu nhẹ, quyện cùng lớp sữa thơm béo khó lẫn - hương vị ấm áp chuẩn gu trà, cho từng ngụm nhẹ nhàng, ngọt dịu lưu luyến mãi nơi cuống họng.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/HongTraSuaNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
42,9,"Hồng Trà Sữa Trân Châu","Thêm chút ngọt ngào cho ngày mới với hồng trà nguyên lá, sữa thơm ngậy được cân chỉnh với tỉ lệ hoàn hảo, cùng trân châu trắng dai giòn có sẵn để bạn tận hưởng từng ngụm trà sữa ngọt ngào thơm ngậy thiệt đã.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/HongTraSuaTranChau.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
43,9,"Trà Đen Macchiato","Trà đen được ủ mới mỗi ngày, giữ nguyên được vị chát mạnh mẽ đặc trưng của lá trà, phủ bên trên là lớp Macchiato "homemade" bồng bềnh quyến rũ vị phô mai mặn mặn mà béo béo.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/TraDenMacchiato.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
44,9,"Trà Sữa Oolong BLao","Tận hưởng hương vị núi rừng mát lành lắng đọng trong từng ngụm Trà Sữa Oolong B’Lao của Nhà. Từng lá trà được Nhà chắt chiu từ B’Lao (Lâm Đồng), sao (rang) kỹ càng để giữ trọn vị Oolong đậm đà, quyện cùng sữa thơm béo, hấp dẫn.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/TRASUA/TraSuaOolongBLao.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
45,10,"Chocolate Đá","Bột chocolate nguyên chất hoà cùng sữa tươi béo ngậy, ấm nóng. Vị ngọt tự nhiên, không gắt cổ, để lại một chút đắng nhẹ, cay cay trên đầu lưỡi.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/CHOCOLATE/ChocolateDa.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
46,10,"Chocolate Nóng","Bột chocolate nguyên chất hoà cùng sữa tươi béo ngậy. Vị ngọt tự nhiên, không gắt cổ, để lại một chút đắng nhẹ, cay cay trên đầu lưỡi.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/CHOCOLATE/ChocolateNong.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
47,11,"Butter Croissant Sữa Đặc","Bánh Butter Croissant bạn đã yêu, nay yêu không lối thoát khi được chấm cùng sữa đặc. Thơm bơ mịn sữa, ngọt ngào lòng nhau!",35000.000,35000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/ButterCroissantSuaDac.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
48,11,"Matcha Burnt Cheesecake","Hòa quyện giữa phô mai béo ngậy và trà xanh đắng nhẹ, thơm lừng, tinh tế khó cưỡng.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MatchaBurntCheesecake.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
49,11,"Burnt Cheesecake","Phô mai béo mịn, thơm lừng với lớp vỏ cháy xém đặc trưng, tan chảy ngay đầu lưỡi.",55000.000,55000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/BurntCheesecake.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
50,11,"Mít Sấy","Mít sấy khô vàng ươm, giòn rụm, giữ nguyên được vị ngọt lịm của mít tươi.",20000.000,20000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MitSay.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
51,11,"Mochi Kem Trà Sữa Trân Châu","Ngoài dẻo thơm, trong mát lạnh với kem vị trà sữa. Một cắn là say đắm, hai cắn là ngất ngây với trân châu giòn dai. *Bánh cần được bảo quản mát và dùng ngon nhất trong vòng 2 giờ sau khi nhận hàng.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MochiKemTraSuaTranChau.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
52,11,"Mochi Kem Phúc Bồn Tử","Bao bọc bởi lớp vỏ Mochi dẻo thơm, bên trong là lớp kem lạnh cùng nhân phúc bồn tử ngọt ngào. Gọi 1 chiếc Mochi cho ngày thật tươi mát. Sản phẩm phải bảo quán mát và dùng ngon nhất trong 2h sau khi nhận hàng.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MochiKemPhucBonTu.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
53,11,"Mochi Kem Việt Quất","Bao bọc bởi lớp vỏ Mochi dẻo thơm, bên trong là lớp kem lạnh cùng nhân việt quất đặc trưng thơm thơm, ngọt dịu. Gọi 1 chiếc Mochi cho ngày thật tươi mát. Sản phẩm phải bảo quán mát và dùng ngon nhất trong 2h sau khi nhận hàng.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MochiKemVietQuat.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
54,11,"Mochi Kem Chocolate","Bao bọc bởi lớp vỏ Mochi dẻo thơm, bên trong là lớp kem lạnh cùng nhân chocolate độc đáo. Gọi 1 chiếc Mochi cho ngày thật tươi mát. Sản phẩm phải bảo quán mát và dùng ngon nhất trong 2h sau khi nhận hàng.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MochiKemChocolate.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
55,11,"Mochi Kem Matcha","Bao bọc bởi lớp vỏ Mochi dẻo thơm, bên trong là lớp kem lạnh cùng nhân trà xanh đậm vị. Gọi 1 chiếc Mochi cho ngày thật tươi mát. Sản phẩm phải bảo quán mát và dùng ngon nhất trong 2h sau khi nhận hàng.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MochiKemMatcha.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
56,11,"Mousse Tiramisu","Hương vị dễ ghiền được tạo nên bởi chút đắng nhẹ của cà phê, lớp kem trứng béo ngọt dịu hấp dẫn.",35000.000,35000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MousseTiramisu.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
57,11,"Mousse Gấu Chocolate","Với vẻ ngoài đáng yêu và hương vị ngọt ngào, thơm béo nhất định bạn phải thử ít nhất 1 lần.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHNGOT/MousseGauChocolate.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
58,12,"Butter Croissant","Cắn một miếng, vỏ bánh ngàn lớp giòn thơm bơ béo, rồi mịn tan trong miệng. Cực dính khi nhâm nhi Butter Croissant với cà phê hoặc chấm cùng các món nước có foam trứng của Nhà",29000.000,29000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/ButterCroissant.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
59,12,"Bánh Mì Que Chà Bông Phô Mai Bơ Cay","Aiiiii Bánh Mì Chà Bông Phô Mai hônggg? Chà bông tơi mịn đẫm phô mai Mozzarella kéo sợi, cay hít hà. Rộp rộp vỏ bánh giòn rụm nóng hổi, thêm ngấu nghiến với xốt bơ đậm đà.",22000.000,22000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/BanhMiQueChaBongPhoMaiBoCay.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
60,12,"Bánh Mì Que Bò Nấm Xốt Bơ","Bò mềm thấm vị, nấm đông cô dai giòn. Rộp rộp vỏ bánh giòn rụm nóng hổi, thêm ngấu nghiến với xốt bơ béo bùi ngon số dzách.",22000.000,22000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/BanhMiQueBoNamXotBo.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
61,12,"Bánh Mì Que Pate Cột Đèn","Aiiiii Pate Cột Đèn đậm đà thơm béo hônggg? Rộp rộp vỏ bánh nóng hổi giòn rụm, thêm ngấu nghiến với pate cùng xốt bơ trứng đẫm vị.",19000.000,19000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/BanhMiQuePateCotDen.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
62,12,"Croissant trứng muối","Croissant trứng muối thơm lừng, bên ngoài vỏ bánh giòn hấp dẫn bên trong trứng muối vị ngon khó cưỡng.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/CroissantTrungMuoi.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
63,12,"Chà Bông Phô Mai","Chiếc bánh với lớp phô mai vàng sánh mịn bên trong, được bọc ngoài lớp vỏ xốp mềm thơm lừng. Thêm lớp chà bông mằn mặn hấp dẫn bên trên.",39000.000,39000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/BANHMAN/ChaBongPhoMai.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
64,13,"Pasta Bò Bằm Xốt Bolognese",,59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PASTA/PastaBoBamXotBolognese.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
65,13,"Pasta Heo Nướng Xốt Shoyu Butter",,59000.000,59000.000,1,https://netbrew.s3.ap-southeast-1.amazonaws.com/upload/products/PASTA/PastaHeoNuongXotShoyuButter.png,1,"2025-11-29 02:44:38","2025-11-29 02:44:38"
